"CREATIONDATE","OBJECTDESC","TITLE","CLOSEDDATETIME","CASECLOSUREREASONDESCRIPTION"
"2025-06-10 00:00:00","3330 S 85TH ST, MILWAUKEE, WI, 53227-4616","Pothole in Alley","","The alley is in horrible shape. Been patched many times. Always wet from neighbors sump pump hoses. Potholes are severe. Entire alley needs  fixing. Thank you"
"2025-06-10 00:00:00","2625 N WAHL AV, MILWAUKEE, WI, 53211-3826","Broken Branch Down - Not Blocking","2025-06-10 00:00:00","large Ash tree branch broke off onto parking lane of street"
"2025-06-10 00:00:00","162 N 91ST PL, MILWAUKEE, WI, 53226-4526","Brush Pickup Request, Less than 2 Cubic Yards, April-November","",""
"2025-06-10 00:00:00","709 E OKLAHOMA AV, MILWAUKEE, WI, 53207-2404","Missed Collection: Garbage","2025-06-10 00:00:00","Garbage was supposed to be picked up last week, it was not. Myself and neighbors have garbage cans sitting on the curb for over a week that are overflowing with garbage"
"2025-06-10 00:00:00","2619 E PARK PL, MILWAUKEE, WI, 53211-3841","Broken Branch Down - Not Blocking","2025-06-10 00:00:00","The largest tree on the 2600 block of Park Place has a sizable branch that cracked last night. It is dangling and will most likely fall on street cars soon if not removed. The crack sound was so loud I thought there was a low-speed car accident and went out to investigate our car. This is a high-traffic area due to Stone Creek Coffee on the corner and traffic that reroutes due to other construction in the area. Thank you!"
"2025-06-10 00:00:00","4516 S PINE AV, MILWAUKEE, WI, 53207-5211","Brush Pickup Request, Less than 2 Cubic Yards, April-November","2025-06-10 00:00:00","small pile of brush by light pole"
"2025-06-10 00:00:00","3534 W MORGAN AV, MILWAUKEE, WI, 53221-1018","Potholes","","Just west of this address in the eastbound lane. This was called in weeks ago and is still not filled. Please do ASAP"
"2025-06-10 00:00:00","1818 W STATE ST, MILWAUKEE, WI, 53233-1124","Scattered Litter and Debris on Private Property","","Residents have trash spilling out of their garbage which comes on to my property and gets scattered through the alley. Its an eye sore and its disgusting."
"2025-06-10 00:00:00","6611 W MOLTKE AV, MILWAUKEE, WI, 53210-1352","Missed Collection: Garbage","2025-06-11 00:00:00","missed g cart today // requesting a collection"
"2025-06-10 00:00:00","2966 N CRAMER ST, MILWAUKEE, WI, 53211-3240","Small Items Discarded on Private Property","","Pile of glass lightbulb tubes marked do not throw away on buffer near street. One is already broken, there are 20 plus discarded bulbs. Potentially dangerous chemicals inside of lightbulbs and serious risk of broken glass everywhere."
"2025-06-10 00:00:00","5314 W DAKOTA ST, MILWAUKEE, WI, 53219-3361","Brush Pickup Request, Less than 2 Cubic Yards, April-November","2025-06-11 00:00:00","Please puckup"
"2025-06-09 00:00:00","6100 W WARNIMONT AV, MILWAUKEE, WI, 53220-1321","Potholes","2025-06-10 00:00:00","On warnimont ave. Entire street. Previously reported and marked done. Entire block was missed from 60-61"
"2025-06-09 00:00:00","5836 N 76TH ST, MILWAUKEE, WI, 53218-1836","Garbage Cart: No Cart","","Per 1-family tenant, no g-cart now, had 1. If able, put addr on."
"2025-06-09 00:00:00","3609 N 79TH ST, MILWAUKEE, WI, 53222-2911","Brush Pickup Request, Less than 2 Cubic Yards, April-November","2025-06-10 00:00:00","Tree branches"
"2025-06-09 00:00:00","4309 N 71ST ST, MILWAUKEE, WI, 53216-1031","Illegal Fence on Private Property","2025-06-09 00:00:00","Tina Butler & Alou Dillon, residents at 4309 N 71st St, still have the illegal problems on her property. Are still dangerous & harassing neighbors. Please don't allow their illegal fence & illegal parking on unpaved grass. The rest of us have legal fences in this neighborhood.  The rest of of us have paved parking in our alley when using. Please submit this to the BOZA meeting. Many of us are tired of them and scared of their behavior.  They are harassing multiple neighbors over their laziness and selfishness."
"2025-06-09 00:00:00","2497 N MARYLAND AV, 2","Graffiti","2025-06-10 00:00:00","graffiti on a bus stop shelter on the corner of Maryland and Bradford."
"2025-06-09 00:00:00","1020 S 32ND ST, MILWAUKEE, WI, 53215-1552","Scattered Litter and Debris on Private Property","","SCATTERED DEBRIS"
"2025-06-09 00:00:00","1819 W BECHER ST, MILWAUKEE, WI, 53215-2609","Scattered Litter and Debris on Private Property","","RUBBISH WOOD PLASTIC TOYS AND SCATTERED DEBRIS BEHIND PROPERTY."
"2025-06-09 00:00:00","1812 W GRANT ST, MILWAUKEE, WI, 53215-2649","Scattered Litter and Debris on Private Property","","BRUSH AND DEBRIS BEHIND PROPERTY."
"2025-06-09 00:00:00","2127 S 18TH ST, MILWAUKEE, WI, 53215-2625","Scattered Litter and Debris on Private Property","","SCATTERED DEBRIS AND RUBBIISH ON THE GROUND."
"2025-06-09 00:00:00","1662 S LAYTON BL, MILWAUKEE, WI, 53215-1949","Scattered Litter and Debris on Private Property","2025-06-09 00:00:00","SCATTERED DEBRIS"
"2025-06-09 00:00:00","2309 W ORCHARD ST, MILWAUKEE, WI, 53204-2535","Scattered Litter and Debris on Private Property","2025-06-09 00:00:00","YARDWASTE"
"2025-06-09 00:00:00","2524 W ORCHARD ST, MILWAUKEE, WI, 53204-2538","Scattered Litter and Debris on Private Property","2025-06-09 00:00:00","SCATTERED TRASH"
"2025-06-09 00:00:00","2033 W LAPHAM ST, MILWAUKEE, WI, 53204-2602","Scattered Litter and Debris on Private Property","","DEBRIS IN GANG WAY"
"2025-06-09 00:00:00","1432 S 26TH ST, MILWAUKEE, WI, 53204-2512","Scattered Litter and Debris on Private Property","2025-06-09 00:00:00","SCATTERED DEBRIS BEHIND PROPERTY."
"2025-06-09 00:00:00","1634 S 26TH ST, MILWAUKEE, WI, 53204-2555","Scattered Litter and Debris on Private Property","2025-06-09 00:00:00","SCATTERED DEBRIS"
"2025-06-09 00:00:00","2119 S 14TH ST, MILWAUKEE, WI, 53215-2715","Scattered Litter and Debris on Private Property","2025-06-10 00:00:00","DEBRIS BEHIND PROPERTY."
"2025-06-09 00:00:00","2053 S 15TH ST, MILWAUKEE, WI, 53204-3709","Scattered Litter and Debris on Private Property","2025-06-10 00:00:00","LOOSE TRASH"
"2025-06-09 00:00:00","2052 S 15TH PL, MILWAUKEE, WI, 53204-3703","Scattered Litter and Debris on Private Property","2025-06-10 00:00:00","DEBRIS BEHIND PROPERTY."
"2025-06-09 00:00:00","2816 W CLARKE ST, MILWAUKEE, WI, 53210-2621","Cave-In, Sinkhole, or Void","","Sewer Grate caved-in by Clark Street School by the delivery entrance door with skid pallet over it on 29th Clarke St."
"2025-06-09 00:00:00","1117 W LINCOLN AV, MILWAUKEE, WI, 53215-3102","Dead Animal","","Dead cat on sidewalk"
"2025-06-09 00:00:00","2726 E KENWOOD BL, MILWAUKEE, WI, 53211-3451","Brush Pickup Request, Less than 2 Cubic Yards, April-November","2025-06-10 00:00:00","The brush is on the curb on Summit Avenue"
"2025-06-09 00:00:00","2726 E KENWOOD BL, MILWAUKEE, WI, 53211-3451","Potholes","","It is on Summit at the entrance to our driveway"
"2025-06-09 00:00:00","4526 S AUSTIN ST, MILWAUKEE, WI, 53207-5806","Bulky Pickup & San Inspector Notification","","SOFA AND RECLINER PICK UP //  THE CALLER IS AWARE OF THE LIMIT"
"2025-06-09 00:00:00","3136 S BRISBANE AV, MILWAUKEE, WI, 53207-2606","Bulky Pickup & San Inspector Notification","2025-06-10 00:00:00","Caller reporting couches remain on curb lawn.   Has been out there for a week."
"2025-06-09 00:00:00","3884 N 40TH ST, MILWAUKEE, WI, 53216-3064","Clogged Catch Basin/Surface Flooding","2025-06-10 00:00:00","Catch Basin is clogged."
"2025-06-09 00:00:00","3531 S 5TH PL, MILWAUKEE, WI, 53207-3206","Trim City Tree","","CITY TREE LIMBS ARE HANGING REALLY LOW TO THE GROUND // TREE NEEDS TO BE TRIMED"
"2025-06-09 00:00:00","1723 W BROWN ST, MILWAUKEE, WI, 53205-1265","Trim City Tree","","Tree canopies are hanging very low along the entire block."
"2025-06-09 00:00:00","4566 N 46TH ST, MILWAUKEE, WI, 53218-5252","Special Services Miscellaneous","2025-06-09 00:00:00","Callback request- memorial items removed from city tree last night.   When they woke up this morning the items were missing."
"2025-06-09 00:00:00","2312 N BUFFUM ST, MILWAUKEE, WI, 53212-0000","Weeds and Tall Grass Complaint","",""
"2025-06-09 00:00:00","4458 N 55TH ST, MILWAUKEE, WI, 53218-5714","Bulky Pickup & San Inspector Notification","2025-06-10 00:00:00","ILLEGAL DUMPING IN THE ALLEY REAR OF LOCATION // 15 BAGS IN THE ALLEY // STATES THERE ARE PAPERS WITH A ADDRESS ON THEM"
"2025-06-09 00:00:00","5574 S LORENE AV, MILWAUKEE, WI, 53221-4066","Street Light Out","","Out over a week now.  It was working for a few days and now it's out again."
"2025-06-09 00:00:00","1610 S UNION ST, MILWAUKEE, WI, 53204-2650","Missed Collection: Recycling","","all at curb on time but none emptied last week Friday as scheduled, per caller, no r collection here for a few weeks, please collect all at curb"
"2025-06-08 00:00:00","9265 W SWAN CR","Weeds and Tall Grass Complaint","2025-06-09 00:00:00","The area known as Sawn circle park has weeds 2 feet tall and grass hasen't been mowed in a long while"
"2025-06-08 00:00:00","1935 E BENNETT AV, MILWAUKEE, WI, 53207-2962","Trim City Tree","","The city tree in front of our house is becoming very overgrown with low hanging branches encroaching on both the sidewalk and the street"
"2025-06-08 00:00:00","1949 N 28TH ST, MILWAUKEE, WI, 53208-1516","Weeds and Tall Grass Complaint","","Grass is excessive tall in the front and sides of the house.  It has not been cut this year."
"2025-06-08 00:00:00","7871 N FAIRWAY PL, MILWAUKEE, WI, 53223-4221","Brush Pickup Request, Less than 2 Cubic Yards, April-November","",""
"2025-06-08 00:00:00","518 S 64TH ST, MILWAUKEE, WI, 53214-1711","Scattered Litter and Debris on Private Property","2025-06-09 00:00:00","For several weeks, there have been bags of trash, loose trash, furniture, and other debris along the curb in the front of this property."
"2025-06-08 00:00:00","8741 N GRANVILLE RD","Miscellaneous Sewers Request","2025-06-08 00:00:00","Water pouring up into the street at 107th and Brown Deer Rd."
"2025-06-08 00:00:00","9205 W BIRCH AV, MILWAUKEE, WI, 53225-0000","Clogged Catch Basin/Surface Flooding","2025-06-08 00:00:00","Water dept requesting sewer to un-clogged catch basin"
"2025-06-08 00:00:00","2827 N 45TH ST, MILWAUKEE, WI, 53210-1714","Garbage Cart: No Cart","","After the last garbage pickup both carts went missing. 2825 and 2827 both have blue and black spray paint marking the address."
"2025-06-08 00:00:00","124 E PLEASANT ST, MILWAUKEE, WI, 53212-0000","Clogged Catch Basin/Surface Flooding","","Catch basin located on Hubbard St, right at Palmer/Hubbard intersection."
"2025-06-08 00:00:00","4354 S PINE AV, MILWAUKEE, WI, 53207-5255","Recycling Cart: Delete","","I have additional recycling bin no longer needed."
"2025-06-08 00:00:00","2861 N 88TH ST, MILWAUKEE, WI, 53222-4647","Garbage Cart: Damaged","","Our current garbage can from the city is leaking from the bottom. It must have a crack in the bottom. So liquid garbage is leaking into the alley."
"2025-06-08 00:00:00","721 E CHAMBERS ST, MILWAUKEE, WI, 53212-2540","Exterior of Building in Disrepair","","Weeds in the front yard and parkway are excessively tall and block the view to safely exit the alley.  Thank you!"
"2025-06-08 00:00:00","3908 N 84TH ST, MILWAUKEE, WI, 53222-2810","Brush Pickup Request, Less than 2 Cubic Yards, April-November","",""
"2025-06-08 00:00:00","8322 W DERBY PL, MILWAUKEE, WI, 53218-4546","Brush Pickup Request, Less than 2 Cubic Yards, April-November","","need pick up of branches trim from tree"
"2025-06-08 00:00:00","9324 W KEEFE AV, MILWAUKEE, WI, 53222-2641","Weeds and Tall Grass Complaint","","Grass and weeds are 12 - 18 inches high"
"2025-06-08 00:00:00","4717 N 54TH ST, MILWAUKEE, WI, 53218-5025","Brush Pickup Request, Less than 2 Cubic Yards, April-November","",""
"2025-06-08 00:00:00","610 N 53RD ST, MILWAUKEE, WI, 53208-3003","Weeds and Tall Grass Complaint","","tall weeds"
"2025-06-08 00:00:00","610 N 53RD ST, MILWAUKEE, WI, 53208-3003","Large Items Discarded on Private Property","2025-06-09 00:00:00","Backyard is just rusty junk."
"2025-06-08 00:00:00","4853 N 87TH ST, MILWAUKEE, WI, 53225-4118","Street Light Out","2025-06-09 00:00:00","Street lights are out on N 87th from Stark to Hampton. 4th night in a row"
"2025-06-08 00:00:00","6168 S 1ST ST, MILWAUKEE, WI, 53207-6253","Street Light Out","","on Uncas St east of 1st St street light out."
"2025-06-08 00:00:00","2203 N 51ST ST, MILWAUKEE, WI, 53208-1108","Illegal Auto Repair on Private Property","","Different beat up cars coming and going 24/7. Constantly working on cars in the street and driveway. There is currently a tow truck there now at 9:30pm on a Saturday night. It’s someone they know that brings and takes cars. Please stop this nonsense. Multiple neighbors are upset and the neighbors next door listed their house because of the tenants at this address. We are considering the same now. The owners do not put quality tenants in here and it’s been a nuisance to the community."
"2025-06-08 00:00:00","1952 N 19TH ST, MILWAUKEE, WI, 53205-1546","City-Owned Building Weeds","2025-06-09 00:00:00","Tall grass needs to be cut to at 1952, 1954, and 1956 N. 19th Street. 
Trees in alley needs to be cut as well at these properties."
"2025-06-08 00:00:00","2551 N 47TH ST, MILWAUKEE, WI, 53210-2928","Street Light Out","2025-06-09 00:00:00","All street lights are out along 2500 block of 47th"
"2025-06-08 00:00:00","4871 N 78TH ST, MILWAUKEE, WI, 53218-3732","Bulky Pickup & San Inspector Notification","","3-drawer dresser needs pick-up"
"2025-06-08 00:00:00","3475 S 61ST ST, MILWAUKEE, WI, 53219-4348","Brush Pickup Request, Less than 2 Cubic Yards, April-November","",""
"2025-06-08 00:00:00","2567 N 48TH ST, MILWAUKEE, WI, 53210-2846","Street Light Out","2025-06-09 00:00:00","Second request, area is dark. Don’t know why they keep going out. This is not the first or even second time this has been happening in this area"
"2025-06-08 00:00:00","735 S 1ST ST","Potholes","","Large pothole in the northbound lane of 1st street at the National Ave Intersection. It was marked with a construction barricade for a few days, now it’s unmarked"
"2025-06-08 00:00:00","3723 W MARGARET PL, MILWAUKEE, WI, 53215-1451","Pothole in Alley","","null"
"2025-06-08 00:00:00","8625 W STARK ST, MILWAUKEE, WI, 53225-4111","Street Light Out","2025-06-09 00:00:00","5th. Night light is out."
"2025-06-08 00:00:00","3513 W HAMPTON AV, MILWAUKEE, WI, 53209-5320","Bulky Pickup & San Inspector Notification","","Wardrobe cabinet, end table"
"2025-06-08 00:00:00","1901 W SALEM ST","Street Light Out","","Lights are out on W Salem St, from S 20th St east to S 17th St., 2nd night."
"2025-06-08 00:00:00","7401 W RIVER BEND DR","Brush Pickup Request, Less than 2 Cubic Yards, April-November","","Pile of sticks next to the driveway that's next to River Bend Park.  At the intersection of W River Bend Dr. and W Ohio Ave.  7401 W River Bend Dr is the home's address.  Thank you."
"2025-06-08 00:00:00","6000 N 76TH ST, MILWAUKEE, WI, 53218-0000","Special Pickup - Accident Debris","","debris and glass from a motorcycle vs car accident."
"2025-06-08 00:00:00","2522 N 46TH ST, MILWAUKEE, WI, 53210-2920","Street Light Out","2025-06-09 00:00:00","Street lights out to the north and south for the third night in a row."
"2025-06-08 00:00:00","1227 S 20TH ST, MILWAUKEE, WI, 53204-2021","Potholes","","My street had a few bad potholes but then the city came out and ripped up several patches to replace waterlines and left the street worse then it was. Now, all the weak patch jobs have created new or worsened current holes. The city could have kept the round about no one uses properly (including MPD) and used the resources to fix the street! You can hear people drive down this road no matter how fast or slow their suspension is being destroyed."
"2025-06-08 00:00:00","6310 W HAMPTON AV, MILWAUKEE, WI, 53218-4954","Brush Pickup Request, Less than 2 Cubic Yards, April-November","","Brush collection"
"2025-06-08 00:00:00","608 E HOLT AV, MILWAUKEE, WI, 53207-3408","Brush Pickup Request, Less than 2 Cubic Yards, April-November","","Brush pile needs to be pi ked up"
"2025-06-08 00:00:00","2573 N 45TH ST, MILWAUKEE, WI, 53210-2915","Condemnation Candidate","","Windows broken, some windows and doors are boarded up some are not. Not sure if property is occupied. Grass is very high. Front door appears to be ajar.  Wood and cement blocks have been dumped on the property. Very unsightly."
"2025-06-08 00:00:00","2575 A N 45TH ST, MILWAUKEE, WI, 53210-2915","Nuisance Vehicle on Private Property","","Vehicle has been parked on cement slab for over 6 months without being used. It has several flat tires."
